ean,quantita
0194644098728,29
0194644106966,83
0194644107277,24
0194644107383,13
0194644107550,24
0194644107567,14
0194644111724,66
0194644112257,14
0194644118723,50
0194644119782,32
0194644122515,30
0194644125585,58
0194644125592,78
0194644125608,32
0194644125790,25
0194644125806,36
0194644125813,23
0194644126285,129
0194644126377,149
0194644126384,86
0194644132910,16
0194644138974,64
0194644138981,58
0194644138998,104
0194644139735,64
0194644145446,36
0194644146160,176
0194644151560,22
0194644151959,28
0194644152987,21
0194644153229,11
0194644153489,34
0194644153496,116
0194644157128,28
0194644157159,13
0194644157265,10
0194644169817,80
0194644170226,199
0194644170851,10
0194644170868,247
0194644173272,28
0194644173319,19
0194644173371,10
0194644173388,24
0194644175887,11
0194644176136,415
0194644177768,24
0194644179045,20
0194644179366,25
0194644179373,90
0194644182649,18
0194644186982,25
0194644187774,160
0194644199746,17
0194644203610,24
0194644205270,112
0194644205898,25
0194644205928,20
0194644228828,91
0194644235543,15
0194644238520,48
0194644239213,180
0194644239299,179
0194644240561,53
0194644242275,501
0194644243814,62
0194644243876,13
0194644243890,12
0194644243937,17
0194644250072,79
0194644250096,279
0194644261559,22
0194644263973,55
0194644264390,188
0194644266035,45
0194644267360,10
0194644269005,248
0194644274429,33
0194644274498,20
0194644276485,42
0194644276546,80
0194644276577,62
0194644277444,101
0194644286330,284
0194644286354,30
0194644286897,19
0194644289591,44
0194644291716,83
0194644293161,21
0194644293178,32
0194644293185,24
0194644293192,27
0194644293208,26
0194644293215,24
0194644293307,17
0194644293321,21
0194644293888,204
0194644294441,633
0194644294632,191
0194644298685,19
0194644298876,48
0194644298883,33
0194644298890,48
0194644298982,415
0194721022097,62
0194721346452,10
0194721346773,11
0194778170963,49
0194778185813,26
0194850063046,100
0194850096761,36
0194850096846,84
0194850304040,22
0194850333811,22
0194850414145,28
0194850414275,31
0194850442308,19
0194850442315,240
0194850587269,2038
0194850587276,100
0194850663352,11
0194850663369,101
0194850664199,23
0194850664267,10
0194850676970,197
0194850677267,391
0194850740626,100
0194850740947,92
0194850740954,101
0194850889486,13
0194850889585,27
0194850902499,22
0194850902598,16
0194850902789,24
0194850902802,10
0194850902840,20
0194850902864,87
0194905388438,30
0194905389183,30
0195042227864,100
0195042228083,83
0195042729962,14
0195042779769,11
0195112035665,58
0195112044575,21
0195122021795,86
0195122055165,100
0195122117863,30
0195122139902,16
0195122139919,320
0195122139964,100
0195122139988,60
0195122197476,22
0195122232238,14
0195122232351,47
0195122255237,61
0195122270919,26
0195122282776,100
0195122283681,93
0195122352196,30
0195122352202,15
0195122352219,10
0195122352226,76
0195122352271,100
0195122352295,30
0195122442972,178
0195122461751,56
0195122461898,36
0195122466633,12
0195122490874,11
0195122555627,1000
0195122555641,100
0195122555849,10
0195122635008,22
0195122648978,28
0195122737191,115
0195122822460,62
0195122822491,35
0195122822538,46
0195122822576,32
0195122822606,31
0195122822644,43
0195122822675,31
0195122822712,50
0195122823221,21
0195122823368,13
0195122823382,16
0195122823405,15
0195122823412,15
0195161016264,96
0195161016271,100
0195161016288,99
0195161016295,100
0195161016301,99
0195161016318,48
0195161016332,256
0195161016349,15
0195161120909,36
0195161166969,30
0195161195075,79
0195161269639,100
0195161269653,15
0195161269660,23
0195161357398,100
0195161357503,95
0195161357558,63
0195161359484,19
0195161359590,30
0195161359644,100
0195161359668,39
0195161359699,75
0195161775307,115
0195161814655,100
0195161936128,61
0195161936203,78
0195161936289,38
0195174040096,21
0195174040119,32
0195174052341,18
0195235085004,80
0195235139967,417
0195235660669,23
0195235802021,23
0195235991183,790
0195285114037,10
0195285134660,11
0195285382863,10
0195285808363,10
0195285809032,10
0195285822697,10
0195285831484,10
0195285831743,10
0195285831828,10
0195285831927,10
0195348052634,63
0195348192033,42
0195348192095,139
0195348677295,16
0195348677325,48
0195348677431,20
0195348677479,11
0195348792929,12
0195348792943,29
0195436333072,30
0195441507994,30
0195477286993,85
0195477678842,12
0195477678941,149
0195477679139,50
0195477802681,170
0195477802698,57
0195477828513,22
0195477831599,86
0195477831605,14
0195553997652,14
0195697019432,245
0195697146992,30
0195697147012,100
0195697290589,28
0195697428968,13
0195697639111,22
0195697674020,31
0195697725654,30
0195697742316,20
0195697898242,60
0195697898266,52
0195713047593,16
0195713403931,44
0195713404303,30
0195713714709,14
0195713732574,30
0195713989848,74
0195890234038,406
0195890234045,30
0195890234069,291
0195890324869,30
0195891462119,100
0195891581117,100
0195892016250,30
0195892016830,298
0195892016854,431
0195892018230,2335
0195892018247,17
0195892020899,21
0195892020905,29
0195892022022,250
0195892033431,18
0195892041276,30
0195892042952,30
0195892053279,229
0195892054498,79
0195892062448,39
0195892062509,155
0195892062608,35
0195892064398,18
0195892067658,374
0195892068280,46
0195892068426,162
0195892079835,15
0195892079842,16
0195892080718,17
0195892083535,49
0195892083733,89
0195892088431,22
0195892089377,10
0195892090175,235
0195892090182,26
0195892091189,73
0195892091196,151
0195892091202,60
0195892091356,30
0195892091714,37
0195892091745,328
0195892093091,13
0195892093176,10
0195892095453,243
0195892096122,197
0195892097808,87
0195892098515,21
0195892099109,16
0195892100201,17
0195892102519,21
0195892103172,268
0195892103592,50
0195892103608,43
0195892103615,30
0195892104803,35
0195892105794,16
0195892105831,42
0195892105855,15
0195892109556,29
0195892109594,32
0195892110958,138
0195892112884,124
0195892112907,50
0195892113935,98
0195892114628,92
0195892114765,411
0195892115434,152
0195892116042,65
0195892116196,37
0195892116684,479
0195892117209,35
0195892118114,76
0195892119890,195
0195892119937,30
0195892119999,40
0195892120001,15
0195892120483,27
0195892120551,50
0195892121190,25
0195892121305,407
0195892122340,49
0195892122470,45
0195892124528,120
0195892124535,80
0195892125525,78
0195892125563,263
0195892126324,99
0195892127390,40
0195892127512,45
0195892130499,46
0195892130536,114
0195892132417,354
0195892132486,667
0195892132561,220
0195892133537,10
0195908246558,100
0195908300946,37
0195908300953,45
0195908302377,25
0195908302506,30
0195908302667,16
0195908302858,82
0195908302995,180
0195908303244,289
0195908308935,100
0195908323013,326
0195908323020,100
0195908382058,201
0195908384526,11
0195908430032,100
0195908483175,100
0195908687382,55
0195908727538,85
0195908727583,50
0195908729273,16
0195908730255,40
0195908812487,38
0195908812531,60
0195908867388,17
0195908877646,77
0195949004636,19
0195949006371,41
0195949006555,71
0195949007378,56
0195949052637,82
0195949056161,49
0195949080166,30
0195949080609,100
0195949080630,14
0195949080852,17
0195949085611,135
0195949088681,9876
0195949088841,9876
0195949089008,9876
0195949089169,9876
0195949089329,9876
0195949089480,9876
0195949089640,9876
0195949089800,9876
0195949089961,9876
0195949090127,100
0195949090288,9876
0195949090448,9876
0195949130533,12
0195949131943,16
0195949133695,170
0195949332937,3766
0195949333002,10
0195949371905,30
0195949376511,12
0195949376924,500
0195949376962,57
0195949377112,239
0195949394591,10
0195949396489,29
0195949396793,30
0195949396861,31
0195949396885,11
0195949438653,13
0195949438684,17
0195949438776,17
0195949438806,12
0195949438837,21
0195949438868,16
0195949438950,17
0195949438981,31
0195949439018,11
0195949482359,18
0195949482755,10
0195949482816,15
0195949482977,24
0195949483431,28
0195949483592,42
0195949484056,37
0195949484216,98
0195949484223,165
0195949484483,54
0195949506123,4506
0195949508967,413
0195949510519,11
0195949544026,34
0195949544163,27
0195949544309,24
0195949563676,39
0195949563713,22
0195949563720,100
0195949563867,41
0195949563874,41
0195949563928,29
0195949563935,22
0195949563959,100
0195949563966,100
0195949563997,35
0195949564000,100
0195949564048,33
0195949564055,60
0195949564093,100
0195949564109,67
0195949564123,57
0195949564130,54
0195949564154,52
0195949564161,48
0195949564192,100
0195949573040,321
0195949573125,460
0195949582424,11
0195949587696,13
0195949590320,24
0195949590375,12
0195949591419,90
0195949592768,11
0195949594496,11
0195949595004,13
0195949596735,11
0195949632594,230
0195949633447,17
0195949633607,45
0195949633614,23
0195949634123,62
0195949634284,68
0195949634291,73
0195949634352,20
0195949649257,100
0195949649691,33
0195949650130,98
0195949651632,9876
0195949651816,9876
0195949651991,9876
0195949652172,9876
0195949652356,9876
0195949652530,9876
0195949652653,9876
0195949652837,100
0195949653018,9876
0195949653193,9876
0195949654374,47
0195949654480,12
0195949654565,70
0195949654725,134
0195949654732,118
0195949655715,12
0195949655968,199
0195949656088,35
0195949674099,9876
0195949674150,9876
0195949686146,234
0195949686283,30
0195949689604,192
0195949689673,16
0195949690457,170
0195949704529,41
0195949723155,60
0195949723919,25
0195949724107,47
0195949751042,36
0195949765018,13
0195949765773,337
0195949775390,166
0195949776175,98
0195949776274,5165
0195949836503,48
0195949837449,38
0195949838385,349
0195949839870,10
0195949839962,17
0195949840814,51
0195949840890,109
0195949841750,47
0195949841835,60
0195949842221,92
0195949844508,9876
0195949844577,9876
0195949844782,9876
0195949844850,9876
0195949845062,9876
0195949845130,9876
0195949845345,9876
0195949845413,9876
0195949845628,9876
0195949845697,9876
0195949845901,9876
0195949845970,9876
0195949846182,100
0195949846250,9876
0195949846465,9876
0195949846670,9876
0195949846885,9876
0195949846953,9876
0195949847370,100
0195949847653,9876
0195949848490,100
0195949849541,9876
0195949849619,9876
0195949849824,9876
0195949849893,9876
0195949850103,9876
0195949850172,9876
0195949850387,100
0195949850455,9876
0195949850660,9876
0195949850738,9876
0195949850943,9876
0195949851018,9876
0195949851292,9876
0195949851575,9876
0195949851780,100
0195949851858,9876
0195949852138,9876
0195949852411,9876
0195949852626,100
0195949852695,9876
0195949853258,100
0195949853531,9876
0195949884092,87
0195949884948,208
0195949885266,23
0195949885440,10
0195949888687,74
0195949889073,10
0195949889158,50
0195949890048,41
0195949890512,20
0195949891069,38
0195949891588,45
0195949893490,10
0195949893964,28
0195949893971,25
0195949906152,36
0195949925221,19
0195949942433,42
0195949986956,17
0195949997341,316
0195949997808,214
0195949998034,16
0195949998263,109
0195949998492,85
0195949998720,108
0195949998959,45
0195949999185,27
0195949999413,11
0195950075632,15
0195950080698,13
0195950086775,28
0195950087239,132
0195950126280,9876
0195950126464,9876
0195950126648,9876
0195950126822,9876
0195950127003,9876
0195950127188,9876
0195950127362,9876
0195950127546,9876
0195950127720,9876
0195950127904,100
0195950128086,9876
0195950130591,9876
0195950130751,9876
0195950130911,9876
0195950131079,9876
0195950131239,9876
0195950131390,9876
0195950131550,9876
0195950131710,9876
0195950131871,9876
0195950132359,100
0195950132519,9876
0195950132670,9876
0195950132830,9876
0195950132991,100
0195950133158,9876
0195950133318,9876
0195950133479,100
0195950133639,9876
0195950133790,9876
0195950178319,80
0195950178357,10
0195950178371,40
0195950200386,18
0195950217957,17
0195950218114,14
0195950262155,10
0195950262186,13
0195950262537,140
0195950365924,30
0195950489576,43
0195950489798,55
0195950490046,36
0195950490268,25
0195950490732,33
0195950490985,15
0195950491203,23
0195950527360,24
0195950529265,73
0195950530131,14
0195950543742,956
0195950546507,100
0195950546668,100
0195950546828,100
0195950608793,31
0195950609059,51
0195950609189,22
0195950609448,19
0195950609707,51
0195950609837,12
0195950609967,51
0195950610352,43
0195950610611,101
0195950610871,208
0195950619034,18
0195950619133,142
0195950619386,26
0195950619539,27
0195950619638,26
0195950622591,375
0195950622799,28
0195950622997,18
0195950623192,10
0195950623390,25
0195950623598,22
0195950623994,11
0195950624397,17
0195950624793,10
0195950629415,10
0195950629422,31
0195950629484,18
0195950629521,10
0195950629545,28
0195950629569,11
0195950629583,13
0195950630749,11
0195950630770,11
0195950630800,11
0195950630879,31
0195950631388,66
0195950631487,12
0195950631685,24
0195950631784,46
0195950631838,32
0195950631937,13
0195950632088,20
0195950632286,17
0195950643510,10
0195950644111,286
0195950644319,73
0195950645651,290
0195950645705,76
0195950645804,14
0195950646009,58
0195950646153,13
0195950646504,12
0195950646658,12
0195950646900,17
0195950646955,20
0195950669787,358
0195950687637,10
0195950688573,72
0195950688658,39
0195950689044,27
0195950689518,11
0195950690538,21
0195950690781,10
0195950691399,107
0195950691474,176
0195950691863,63
0195950691948,32
0195950692198,18
0195950692334,10
0195950692419,18
0195950692662,11
0195950694376,12
0195950694512,14
0195950695533,21
0195950695786,24
0195950695922,14
0195950696257,13
0195950696479,16
0195950696721,13
0195950696943,211
0195950697193,127
0195950697339,19
0195950697414,33
0195950697667,33
0195950698275,84
0195950698350,142
0195950698602,102
0195950698749,17
0195950698824,42
0195950699074,19
0195950699210,14
0195950699296,19
0195950699548,15
0195950712643,108
0195950712728,34
0195950713589,14
0195950713916,11
0195950714609,142
0195950714852,65
0195950714999,67
0195950715071,35
0195950715460,112
0195950715545,35
0195950715798,32
0195950715934,35
0195950716269,11
0195950717044,263
0195950717129,83
0195950717372,54
0195950717518,64
0195950717846,14
0195950717983,36
0195950718454,953
0195950718539,334
0195950718782,176
0195950718928,167
0195950719000,53
0195950719253,22
0195950719390,56
0195950719475,20
0195950719727,18
0195950745092,77
0195950745238,197
0195950745818,68
0195950745856,15
0195950851113,169
0195950852059,38
0195951030913,64
0195951031484,11
0195951064680,27
0195951064703,834
0195951064765,46
0195951162089,49
0195951162300,10
0195951162553,10
0195951254548,81
0195951254623,20
0195951254876,13
0195951255019,198
0195951255095,59
0195951255347,33
0196011996477,30
0196068323189,48
0196068323264,16
0196068345600,53
0196068347581,68
0196068358853,26
0196068358860,20
0196068358884,39
0196068358891,16
0196068405090,63
0196068586928,50
0196068721855,20
0196068756222,25
0196068757403,250
0196068757953,76
0196068762346,15
0196068933562,41
0196068961169,152
0196068961183,18
0196068961206,49
0196068961244,18
0196154136853,30
0196188122938,100
0196188123478,79
0196188142257,19
0196188174517,69
0196188198834,15
0196188246894,33
0196188313985,14
0196188530351,100
0196188549513,24
0196188549520,87
0196188567319,30
0196188567326,25
0196188587942,100
0196188587959,100
0196188587966,100
0196188636329,92
0196188637197,100
0196188736906,14
0196188737071,48
0196188941430,56
0196188941461,176
0196246327145,30
0196337061477,12
0196337061538,10
0196337061552,29
0196337061576,11
0196337061590,24
0196337061637,10
0196337153479,23
